provider,model,trial,question,raw_text,extracted_answer,temperature
openai,gpt-3.5-turbo-instruct,68,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,69,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,70,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,71,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,72,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,73,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,74,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,75,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,76,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,77,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,78,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,79,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,80,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,81,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,82,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,83,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,84,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,85,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,86,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,87,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,88,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,89,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,90,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,91,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,92,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,93,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,94,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,95,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,96,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,97,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,98,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-3.5-turbo-instruct,99,Are 'roller skates' a 'vehicle'?,"

Yes,",Yes,0.0
openai,gpt-4-turbo-2024-04-09,0,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,1,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,2,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,3,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,4,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,5,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,6,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,7,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,8,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,9,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,10,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,11,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,12,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,13,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,14,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,15,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,16,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,17,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,18,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,19,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,20,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,21,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,22,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,23,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,24,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,25,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,26,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,27,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,28,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,29,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,30,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,31,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,32,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,33,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,34,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,35,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,36,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,37,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,38,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,39,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,40,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,41,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,42,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,43,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,44,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,45,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,46,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,47,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,48,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,49,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,50,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,51,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,52,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,53,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,54,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,55,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,56,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,57,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,58,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,59,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,60,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,61,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,62,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,63,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,64,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,65,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,66,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,67,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,68,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,69,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,70,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,71,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,72,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,73,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,74,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,75,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,76,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,77,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,78,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,79,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,80,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,81,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,82,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,83,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,84,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,85,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,86,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,87,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,88,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,89,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,90,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,91,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,92,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,93,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,94,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,95,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,96,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,97,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,98,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-turbo-2024-04-09,99,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,0,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,1,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,2,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,3,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,4,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,5,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,6,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,7,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,8,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,9,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,10,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,11,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,12,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,13,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,14,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,15,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,16,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,17,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,18,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,19,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,20,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,21,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,22,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,23,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,24,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,25,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,26,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,27,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,28,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,29,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,30,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,31,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,32,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,33,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,34,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,35,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,36,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,37,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,38,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,39,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,40,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,41,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,42,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,43,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,44,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,45,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,46,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,47,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,48,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,49,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,50,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,51,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,52,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,53,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,54,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,55,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,56,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,57,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,58,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,59,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,60,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,61,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,62,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,63,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,64,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,65,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,66,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,67,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,68,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,69,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,70,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,71,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,72,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,73,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,74,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,75,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,76,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,77,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,78,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,79,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,80,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,81,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,82,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,83,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,84,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,85,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,86,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,87,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,88,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,89,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,90,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,91,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,92,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,93,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,94,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,95,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,96,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,97,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,98,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0125-preview,99,Are 'roller skates' a 'vehicle'?,The classification of,Unknown,0.0
openai,gpt-4-0613,0,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,1,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,2,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,3,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,4,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,5,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,6,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,7,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,8,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,9,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,10,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,11,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,12,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,13,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,14,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,15,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,16,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,17,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,18,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,19,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,20,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,21,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,22,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,23,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,24,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,25,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,26,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,27,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,28,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,29,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,30,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,31,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,32,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,33,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
openai,gpt-4-0613,34,Are 'roller skates' a 'vehicle'?,"Technically,",Unknown,0.0
